timestamp,value,status,longitude,latitude
22:45:37,43,ARMED,11.650227,76.167492
22:45:38,45,ARMED,11.649727,76.166492
22:45:39,42,ARMED,11.649727,76.166492
22:45:40,40,ARMED,11.649727,76.166992
22:45:42,41,ARMED,11.650727,76.166492
22:45:43,41,ARMED,11.650727,76.166492
22:45:44,41,ARMED,11.650227,76.166492
22:45:45,43,ARMED,11.650727,76.167492
22:45:46,42,ARMED,11.650727,76.166992
22:45:47,40,ARMED,11.650227,76.166992
22:45:48,41,ARMED,11.650727,76.167492
22:45:49,42,ARMED,11.650727,76.167492
22:45:50,45,ARMED,11.650227,76.166492
22:45:51,43,ARMED,11.649727,76.166492
22:45:52,44,ARMED,11.649727,76.167492
22:45:53,45,ARMED,11.649727,76.166992
22:45:54,40,ARMED,11.649727,76.167492
22:45:55,44,ARMED,11.649727,76.166992
22:45:56,42,ARMED,11.649727,76.166492
22:45:57,43,ARMED,11.650227,76.167492
22:45:58,41,ARMED,11.650227,76.167492
22:45:59,42,ARMED,11.649727,76.167492
22:46:00,44,ARMED,11.650727,76.166992
22:46:01,41,ARMED,11.649727,76.166992
22:46:02,41,ARMED,11.649727,76.166492
22:46:03,45,ARMED,11.650727,76.166492
22:46:04,44,ARMED,11.650227,76.166492
22:46:05,43,ARMED,11.649727,76.166992
22:46:06,42,ARMED,11.649727,76.166492
22:46:07,45,ARMED,11.649727,76.166492
22:46:08,43,ARMED,11.650727,76.166992
22:46:09,44,ARMED,11.649727,76.166492
22:46:10,42,ARMED,11.649727,76.166992
22:46:11,45,ARMED,11.650727,76.166992
22:46:12,43,ARMED,11.650727,76.166992
22:46:13,44,ARMED,11.650227,76.166492
22:46:14,43,ARMED,11.650227,76.167492
22:46:15,40,ARMED,11.649727,76.166492
22:46:16,40,ARMED,11.649727,76.166992
22:46:17,41,ARMED,11.650727,76.166492
22:46:18,40,ARMED,11.649727,76.166492
22:46:19,45,ARMED,11.650227,76.167492
22:46:20,43,ARMED,11.649727,76.167492
22:46:21,40,DEPLOYED,11.649727,76.166992
22:46:21,43,ARMED,11.650227,76.166492
22:46:22,45,DEPLOYED,11.650227,76.167492
22:46:22,45,ARMED,11.649727,76.166992
22:46:23,41,DEPLOYED,11.649727,76.166492
22:46:23,45,ARMED,11.650727,76.166992
22:46:24,40,DEPLOYED,11.650727,76.166492
22:46:25,44,DEPLOYED,11.650227,76.167492
22:46:26,45,DEPLOYED,11.650227,76.167492
22:46:27,40,DEPLOYED,11.649727,76.166992
22:46:28,41,DEPLOYED,11.649727,76.166492
22:46:29,42,DEPLOYED,11.649727,76.166992
22:46:30,42,DEPLOYED,11.650227,76.166992
22:46:31,41,DEPLOYED,11.650727,76.166992
22:46:32,43,DEPLOYED,11.650727,76.166992
22:46:33,42,DEPLOYED,11.650727,76.166492
22:46:34,42,DEPLOYED,11.650227,76.167492
22:46:35,44,DEPLOYED,11.649727,76.166492
22:46:36,40,DEPLOYED,11.649727,76.166492
22:46:37,45,DEPLOYED,11.650227,76.167492
22:46:38,43,DEPLOYED,11.649727,76.166492
22:46:39,43,DEPLOYED,11.649727,76.166992
22:46:40,42,DEPLOYED,11.650227,76.167492
22:46:41,40,DEPLOYED,11.650227,76.166492
22:46:42,40,DEPLOYED,11.650227,76.166492
22:46:43,42,DEPLOYED,11.649727,76.166992
22:46:44,41,DEPLOYED,11.649727,76.167492
22:46:45,43,DEPLOYED,11.650227,76.166492
22:46:46,43,DEPLOYED,11.649727,76.167492
22:46:47,44,DEPLOYED,11.650227,76.166492
22:46:48,41,DEPLOYED,11.650227,76.167492
22:46:49,43,DEPLOYED,11.649727,76.167492
22:46:50,45,DEPLOYED,11.650727,76.166492
22:46:51,44,DEPLOYED,11.650727,76.167492
22:46:53,43,DEPLOYED,11.650727,76.167492
22:46:54,43,DEPLOYED,11.650227,76.166992
22:46:55,42,DEPLOYED,11.650227,76.167492
22:46:56,43,DEPLOYED,11.650727,76.166492
22:46:57,45,DEPLOYED,11.650227,76.166492
22:46:58,42,DEPLOYED,11.649727,76.166492
22:46:59,43,DEPLOYED,11.649727,76.166992
22:47:00,41,DEPLOYED,11.650727,76.167492
22:47:01,44,DEPLOYED,11.650227,76.166492
22:47:02,45,DEPLOYED,11.650727,76.166992
22:47:03,40,DEPLOYED,11.649727,76.166492
22:47:04,44,DEPLOYED,11.650727,76.166492
22:47:05,41,DEPLOYED,11.649727,76.167492
22:47:06,43,DEPLOYED,11.650227,76.167492
22:47:07,43,DEPLOYED,11.649727,76.166492
22:47:08,40,DEPLOYED,11.650727,76.167492
22:47:09,45,DEPLOYED,11.650727,76.166492
22:47:10,43,DEPLOYED,11.650227,76.167492
22:47:11,44,DEPLOYED,11.650227,76.167492
22:47:12,44,DEPLOYED,11.649727,76.166492
22:47:13,45,DEPLOYED,11.650227,76.167492
22:47:14,43,DEPLOYED,11.650727,76.167492
22:47:15,40,DEPLOYED,11.650227,76.167492
22:47:16,41,DEPLOYED,11.649727,76.167492
22:47:17,44,DEPLOYED,11.649727,76.167492
22:47:18,43,DEPLOYED,11.649727,76.166492
22:47:19,42,DEPLOYED,11.649727,76.166992
22:47:20,44,DEPLOYED,11.649727,76.166992
22:47:21,41,DEPLOYED,11.650227,76.166492
22:47:22,45,DEPLOYED,11.650227,76.166992
22:47:23,40,DEPLOYED,11.649727,76.166992
22:47:24,41,DEPLOYED,11.650227,76.166492
22:47:25,41,DEPLOYED,11.649727,76.167492
22:47:26,44,DEPLOYED,11.650727,76.166992
22:47:27,41,DEPLOYED,11.649727,76.167492
22:47:28,44,DEPLOYED,11.650227,76.166992
22:47:29,41,DEPLOYED,11.649727,76.167492
22:47:30,40,DEPLOYED,11.649727,76.166492
22:47:31,44,DEPLOYED,11.650727,76.166992
22:47:32,44,DEPLOYED,11.650227,76.166492
22:47:33,45,DEPLOYED,11.650727,76.166992
22:47:34,41,DEPLOYED,11.650227,76.166492
22:47:35,41,DEPLOYED,11.650227,76.166492
22:47:36,40,DEPLOYED,11.650227,76.166992
22:47:37,42,DEPLOYED,11.650227,76.167492
22:47:38,41,DEPLOYED,11.650227,76.166492
22:47:39,42,DEPLOYED,11.649727,76.166492
22:47:40,44,DEPLOYED,11.649727,76.167492
22:47:41,43,DEPLOYED,11.650727,76.166492
22:47:42,41,DEPLOYED,11.649727,76.167492
22:47:43,43,DEPLOYED,11.649727,76.166992
22:47:44,45,DEPLOYED,11.650727,76.166492
22:47:45,45,DEPLOYED,11.650227,76.167492
22:47:46,40,DEPLOYED,11.650227,76.166492
22:47:47,44,DEPLOYED,11.650727,76.166492
22:47:48,45,DEPLOYED,11.649727,76.166492
22:47:49,42,DEPLOYED,11.649727,76.166492
22:47:50,44,DEPLOYED,11.649727,76.166492
22:47:52,43,DEPLOYED,11.649727,76.166492
22:47:53,44,DEPLOYED,11.649727,76.166492
22:47:54,40,DEPLOYED,11.650227,76.166492
22:47:55,40,DEPLOYED,11.650727,76.167492
22:47:56,40,DEPLOYED,11.649727,76.166992
22:47:57,45,DEPLOYED,11.649727,76.166492
22:47:58,43,DEPLOYED,11.649727,76.166492
22:47:59,40,DEPLOYED,11.649727,76.166492
22:48:00,45,DEPLOYED,11.649727,76.166492
22:48:01,42,DEPLOYED,11.650227,76.166492
22:48:02,42,DEPLOYED,11.649727,76.166992
22:48:03,42,DEPLOYED,11.650227,76.167492
22:48:04,43,DEPLOYED,11.649727,76.166492
22:48:05,42,DEPLOYED,11.649727,76.166492
22:48:06,43,DEPLOYED,11.650227,76.166492
22:48:07,44,DEPLOYED,11.650227,76.166992
22:48:08,45,DEPLOYED,11.650227,76.167492
22:48:09,45,DEPLOYED,11.649727,76.167492
22:48:10,41,DEPLOYED,11.650727,76.167492
22:48:11,44,DEPLOYED,11.649727,76.166992
22:48:12,45,DEPLOYED,11.649727,76.166992
22:48:13,40,DEPLOYED,11.650227,76.167492
22:48:14,41,DEPLOYED,11.650727,76.166492
22:48:15,41,DEPLOYED,11.650227,76.167492
22:48:16,45,DEPLOYED,11.650727,76.167492
22:48:17,40,DEPLOYED,11.650727,76.166492
22:48:18,44,DEPLOYED,11.650227,76.167492
22:48:19,41,DEPLOYED,11.650227,76.166992
22:48:20,45,DEPLOYED,11.649727,76.166492
22:48:21,42,DEPLOYED,11.650727,76.166992
22:48:22,40,DEPLOYED,11.650727,76.166492
22:48:23,43,DEPLOYED,11.650227,76.166992
22:48:24,40,DEPLOYED,11.650727,76.166492
22:48:25,43,DEPLOYED,11.650727,76.166492
22:48:26,42,DEPLOYED,11.649727,76.166992
22:48:27,44,DEPLOYED,11.650727,76.166492
22:48:28,40,DEPLOYED,11.650227,76.166492
22:48:29,45,DEPLOYED,11.649727,76.166492
22:48:30,41,DEPLOYED,11.649727,76.166992
22:48:31,45,DEPLOYED,11.650227,76.166492
22:48:32,44,DEPLOYED,11.649727,76.166492
22:48:33,43,DEPLOYED,11.650727,76.166492
22:48:34,44,DEPLOYED,11.650227,76.166492
22:48:35,45,DEPLOYED,11.650727,76.167492
22:48:36,41,DEPLOYED,11.650727,76.167492
22:48:37,41,DEPLOYED,11.650727,76.166492
22:48:38,40,DEPLOYED,11.649727,76.166492
22:48:39,42,DEPLOYED,11.650227,76.166992
22:48:40,42,DEPLOYED,11.649727,76.167492
22:48:41,42,DEPLOYED,11.650227,76.167492
22:48:42,42,DEPLOYED,11.650227,76.166992
22:48:43,40,DEPLOYED,11.649727,76.166492
22:48:44,45,DEPLOYED,11.649727,76.166492
22:48:45,42,DEPLOYED,11.650227,76.166992
22:48:46,41,DEPLOYED,11.650227,76.167492
22:48:48,42,DEPLOYED,11.650727,76.166992
22:48:49,42,DEPLOYED,11.650727,76.166992
22:48:50,43,DEPLOYED,11.650227,76.167492
22:48:51,42,DEPLOYED,11.650227,76.166992
22:48:52,41,DEPLOYED,11.650727,76.167492
22:48:53,43,DEPLOYED,11.649727,76.166492
22:48:54,40,DEPLOYED,11.650227,76.166492
22:48:55,41,DEPLOYED,11.650227,76.166492
22:48:56,45,DEPLOYED,11.650227,76.166992
22:48:57,42,DEPLOYED,11.649727,76.166492
22:48:58,40,DEPLOYED,11.649727,76.166992
22:48:59,44,DEPLOYED,11.650227,76.166492
22:49:00,41,DEPLOYED,11.649727,76.167492
22:49:00,41,DEPLOYED,11.650227,76.166492
22:49:01,41,DEPLOYED,11.649727,76.166492
22:49:02,41,DEPLOYED,11.650227,76.166492
22:49:03,42,DEPLOYED,11.649727,76.166492
22:49:04,44,DEPLOYED,11.649727,76.167492
22:49:05,45,DEPLOYED,11.650227,76.167492
22:49:06,42,DEPLOYED,11.649727,76.166492
22:49:07,45,DEPLOYED,11.650227,76.166992
22:49:08,42,DEPLOYED,11.649727,76.167492
22:49:09,44,DEPLOYED,11.649727,76.166492
22:49:10,44,DEPLOYED,11.650227,76.166992
22:49:11,44,DEPLOYED,11.650227,76.166992
22:49:12,40,DEPLOYED,11.649727,76.167492
22:49:13,44,DEPLOYED,11.650227,76.167492
22:49:14,43,DEPLOYED,11.650727,76.167492
22:49:15,43,DEPLOYED,11.650727,76.166992
22:49:16,40,DEPLOYED,11.649727,76.166492
22:49:17,40,DEPLOYED,11.650227,76.167492
22:49:18,41,DEPLOYED,11.650227,76.166992
22:49:19,40,DEPLOYED,11.650227,76.167492
22:49:20,44,DEPLOYED,11.649727,76.166492
22:49:21,44,DEPLOYED,11.650727,76.166492
22:49:22,41,DEPLOYED,11.650727,76.167492
22:49:23,43,DEPLOYED,11.649727,76.166992
22:49:24,43,DEPLOYED,11.650727,76.166992
22:49:25,45,DEPLOYED,11.650227,76.167492
22:49:26,44,DEPLOYED,11.649727,76.167492
22:49:27,45,DEPLOYED,11.650227,76.166492
22:49:28,44,DEPLOYED,11.649727,76.166492
22:49:29,42,DEPLOYED,11.650727,76.166492
22:49:30,45,DEPLOYED,11.649727,76.166992
22:49:31,42,DEPLOYED,11.649727,76.167492
22:49:32,45,DEPLOYED,11.650227,76.166492
22:49:33,45,DEPLOYED,11.650727,76.166492
22:49:34,42,DEPLOYED,11.650727,76.167492
22:49:35,42,DEPLOYED,11.650727,76.166492
22:49:36,40,DEPLOYED,11.649727,76.167492
22:49:37,44,DEPLOYED,11.650227,76.167492
22:49:38,41,DEPLOYED,11.650727,76.166992
22:49:39,41,DEPLOYED,11.650727,76.166992
22:49:40,44,DEPLOYED,11.649727,76.166992
22:49:41,43,DEPLOYED,11.650227,76.166492
22:49:42,40,DEPLOYED,11.649727,76.166492
22:49:43,44,DEPLOYED,11.650227,76.167492
22:49:45,42,DEPLOYED,11.650727,76.166492
22:49:46,41,DEPLOYED,11.649727,76.167492
22:49:47,40,DEPLOYED,11.650727,76.167492
22:49:48,40,DEPLOYED,11.650727,76.166992
22:49:49,40,DEPLOYED,11.650227,76.167492
22:49:50,41,DEPLOYED,11.650727,76.167492
22:49:51,45,DEPLOYED,11.650227,76.166492
22:49:52,45,DEPLOYED,11.650227,76.167492
22:49:53,41,DEPLOYED,11.650227,76.166992
22:49:54,45,DEPLOYED,11.650227,76.166992
22:49:55,42,DEPLOYED,11.650227,76.166492
22:49:56,44,DEPLOYED,11.650227,76.167492
22:49:57,40,DEPLOYED,11.650727,76.166492
22:49:58,42,DEPLOYED,11.649727,76.166992
22:49:59,45,DEPLOYED,11.649727,76.166492
22:50:00,41,DEPLOYED,11.650727,76.167492
22:50:01,42,DEPLOYED,11.649727,76.166992
22:50:02,45,DEPLOYED,11.650727,76.166492
22:50:03,44,DEPLOYED,11.649727,76.166492
22:50:04,43,DEPLOYED,11.650727,76.167492
22:50:05,45,DEPLOYED,11.650727,76.166992
22:50:06,41,DEPLOYED,11.650227,76.166492
22:50:07,40,DEPLOYED,11.649727,76.166992
22:50:08,44,DEPLOYED,11.649727,76.166492
22:50:09,42,DEPLOYED,11.649727,76.166492
22:50:10,40,DEPLOYED,11.650727,76.166992
22:50:11,45,DEPLOYED,11.650727,76.166992
22:50:12,40,DEPLOYED,11.650727,76.166992
22:50:13,41,DEPLOYED,11.650727,76.167492
22:50:14,45,DEPLOYED,11.649727,76.167492
22:50:15,41,DEPLOYED,11.650227,76.166492
22:50:16,43,DEPLOYED,11.650727,76.167492
22:50:17,40,DEPLOYED,11.650727,76.166992
22:50:18,44,DEPLOYED,11.650227,76.166992
22:50:19,44,DEPLOYED,11.650727,76.167492
22:50:20,43,DEPLOYED,11.649727,76.166492
22:50:21,43,DEPLOYED,11.650727,76.166992
22:50:22,41,DEPLOYED,11.650727,76.167492
22:50:23,41,DEPLOYED,11.650727,76.167492
22:50:24,40,DEPLOYED,11.650227,76.167492
22:50:25,42,DEPLOYED,11.650727,76.166492
22:50:26,42,DEPLOYED,11.650727,76.166492
22:50:27,40,DEPLOYED,11.650227,76.166992
22:50:28,41,DEPLOYED,11.650727,76.167492
22:50:29,40,DEPLOYED,11.650727,76.166992
22:50:31,43,DEPLOYED,11.650227,76.166992
22:50:32,42,DEPLOYED,11.649727,76.166492
22:50:33,43,DEPLOYED,11.650727,76.166992
22:50:34,41,DEPLOYED,11.650727,76.166492
22:50:35,42,DEPLOYED,11.649727,76.167492
22:50:36,42,DEPLOYED,11.649727,76.166492
22:50:37,45,DEPLOYED,11.649727,76.167492
22:50:38,40,DEPLOYED,11.650727,76.167492
22:50:39,44,DEPLOYED,11.650227,76.166492
22:50:40,40,DEPLOYED,11.649727,76.167492
22:50:41,43,DEPLOYED,11.649727,76.166492
22:50:42,42,DEPLOYED,11.649727,76.166492
22:50:43,41,DEPLOYED,11.650727,76.166492
22:50:44,40,DEPLOYED,11.650227,76.166992
22:50:45,40,DEPLOYED,11.649727,76.166492
22:50:46,44,DEPLOYED,11.649727,76.166992
22:50:47,44,DEPLOYED,11.650727,76.166492
22:50:48,42,DEPLOYED,11.649727,76.166492
22:50:49,45,DEPLOYED,11.649727,76.167492
22:50:50,45,DEPLOYED,11.649727,76.166992
22:50:51,43,DEPLOYED,11.649727,76.167492
22:50:52,40,DEPLOYED,11.650727,76.166492
22:50:53,42,DEPLOYED,11.649727,76.166492
22:50:54,40,DEPLOYED,11.649727,76.167492
22:50:55,43,DEPLOYED,11.650727,76.167492
22:50:56,42,DEPLOYED,11.650727,76.166492
22:50:57,44,DEPLOYED,11.650227,76.167492
22:50:58,45,DEPLOYED,11.649727,76.166992
22:50:59,40,DEPLOYED,11.650727,76.166492
22:51:00,43,DEPLOYED,11.649727,76.167492
22:51:01,44,DEPLOYED,11.650727,76.167492
22:51:02,43,DEPLOYED,11.649727,76.166492
22:51:03,40,DEPLOYED,11.649727,76.166992
22:51:04,44,DEPLOYED,11.650727,76.166492
22:51:05,44,DEPLOYED,11.649727,76.166492
22:51:06,44,DEPLOYED,11.650227,76.167492
22:51:07,42,DEPLOYED,11.650727,76.167492
22:51:08,44,DEPLOYED,11.650727,76.166492
22:51:09,40,DEPLOYED,11.649727,76.166492
22:51:10,43,DEPLOYED,11.650227,76.166492
22:51:11,44,DEPLOYED,11.649727,76.166492
22:51:12,40,DEPLOYED,11.650227,76.166992
22:51:13,43,DEPLOYED,11.650727,76.166492
22:51:14,40,DEPLOYED,11.649727,76.166492
22:51:15,42,DEPLOYED,11.650727,76.167492
22:51:16,43,DEPLOYED,11.649727,76.167492
22:51:17,40,DEPLOYED,11.649727,76.166492
22:51:18,43,DEPLOYED,11.649727,76.167492
22:51:19,44,DEPLOYED,11.649727,76.166492
22:51:20,44,DEPLOYED,11.650227,76.166492
22:51:21,40,DEPLOYED,11.650727,76.167492
22:51:46,42,DEPLOYED,11.650727,76.166492
22:52:46,40,DEPLOYED,11.650727,76.167492
22:53:46,45,DEPLOYED,11.649727,76.167492
22:54:36,40,DEPLOYED,11.650727,76.167492
22:54:37,45,DEPLOYED,11.650727,76.166492
22:54:38,40,DEPLOYED,11.650727,76.166992
22:54:39,41,DEPLOYED,11.650727,76.166992
22:54:40,41,DEPLOYED,11.650727,76.166992
22:54:41,45,DEPLOYED,11.650227,76.166992
22:54:42,43,DEPLOYED,11.649727,76.166992
22:54:43,41,DEPLOYED,11.650227,76.167492
22:54:44,43,DEPLOYED,11.649727,76.166992
22:54:45,43,DEPLOYED,11.650227,76.166992
22:54:46,45,DEPLOYED,11.650727,76.166992
22:54:47,43,DEPLOYED,11.649727,76.167492
